,Run,antibody_used,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,geo_id,chip_antibody,differentiation_time_point,msc_donor,donor_id,passage,Biomaterial_provider,disease_state,tissue,Antibody,Condition,replicate,antibody,controls,selected,is_sample,peak_width,has_disease
130,SRR10344831,,ChIP-Seq,50,1586840750,PRJNA579487,SAMN13112433,601591545,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7054872,GSM4139560,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139560,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor39,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
131,SRR10344832,,ChIP-Seq,50,1947901000,PRJNA579487,SAMN13112497,759945105,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054873,GSM4139561,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139561,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor40,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
132,SRR10344833,,ChIP-Seq,50,765374200,PRJNA579487,SAMN13112496,288319896,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7054874,GSM4139562,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139562,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor41,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
133,SRR10344834,,ChIP-Seq,50,929633450,PRJNA579487,SAMN13112495,343084994,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7054875,GSM4139563,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139563,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor43,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
134,SRR10344835,,ChIP-Seq,50,1382523850,PRJNA579487,SAMN13112494,522089004,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7054876,GSM4139564,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139564,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor44,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
135,SRR10344836,,ChIP-Seq,50,915912000,PRJNA579487,SAMN13112493,369069391,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054877,GSM4139565,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139565,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor45,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
136,SRR10344837,,ChIP-Seq,50,463735300,PRJNA579487,SAMN13112492,176403518,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7054878,GSM4139566,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139566,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor47,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
137,SRR10344838,,ChIP-Seq,50,731864250,PRJNA579487,SAMN13112491,297659641,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054879,GSM4139567,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139567,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor49,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
138,SRR10344839,,ChIP-Seq,50,713119900,PRJNA579487,SAMN13112490,295601332,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7054880,GSM4139568,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139568,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor51,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
139,SRR10344840,,ChIP-Seq,50,414350950,PRJNA579487,SAMN13112489,167658913,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7054929,GSM4139569,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139569,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor52,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
140,SRR10344841,,ChIP-Seq,50,1579882450,PRJNA579487,SAMN13112488,573606516,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7054930,GSM4139570,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139570,human aortic endothelial cell_IL-1B treated_h327ac,SRP226959,IL-1B treated,GSE139377,Active Motif #39135,,,donor53,6 to 10,,,,,,,input,"['SRR10344798', 'SRR10344799', 'SRR10344800', 'SRR10344801', 'SRR10344802', 'SRR10344803', 'SRR10344804', 'SRR10344805', 'SRR10344806', 'SRR10344807', 'SRR10344808', 'SRR10344809', 'SRR10344810', 'SRR10344814', 'SRR10344815', 'SRR10344816', 'SRR10344817', 'SRR10344818', 'SRR10344819', 'SRR10344820', 'SRR10344821', 'SRR10344822', 'SRR10344823', 'SRR10344824', 'SRR10344825', 'SRR10344826', 'SRR10344827', 'SRR10344828', 'SRR10344829', 'SRR10344830', 'SRR10344831', 'SRR10344832', 'SRR10344833', 'SRR10344834', 'SRR10344835', 'SRR10344836', 'SRR10344837', 'SRR10344838', 'SRR10344839', 'SRR10344840', 'SRR10344841']",1,False,,
141,SRR11484191,,ChIP-Seq,50,2092731100,PRJNA579487,SAMN14541855,828662627,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8060326,GSM4454078,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4454078,human aortic endothelial cell_IL-1B treated_input,SRP226959,IL-1B treated,GSE139377,none; input,,,donor11,6 to 10,,,,,,,input,"['SRR11484191', 'SRR11484192', 'SRR11484193']",1,False,,
142,SRR11484192,,ChIP-Seq,50,2962004800,PRJNA579487,SAMN14541854,1241435083,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX8060327,GSM4454079,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4454079,human aortic endothelial cell_IL-1B treated_input,SRP226959,IL-1B treated,GSE139377,none; input,,,donor12,6 to 10,,,,,,,input,"['SRR11484191', 'SRR11484192', 'SRR11484193']",1,False,,
143,SRR11484193,,ChIP-Seq,50,623588500,PRJNA579487,SAMN14541853,241374017,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8060328,GSM4454080,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4454080,human aortic endothelial cell_IL-1B treated_input,SRP226959,IL-1B treated,GSE139377,none; input,,,donor13,6 to 10,,,,,,,input,"['SRR11484191', 'SRR11484192', 'SRR11484193']",1,False,,
144,SRR11484200,,ChIP-Seq,50,1069211200,PRJNA579487,SAMN14541846,388461623,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8060335,GSM4454087,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4454087,human aortic endothelial cell_Untreated_input,SRP226959,Untreated,GSE139377,none; input,,,donor18,6 to 10,,,,,,,input,"['SRR11484200', 'SRR11484214']",1,False,,
145,SRR11484214,,ChIP-Seq,50,1815821350,PRJNA579487,SAMN14541859,656272631,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8060349,GSM4454101,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4454101,human aortic endothelial cell_Untreated_input,SRP226959,Untreated,GSE139377,none; input,,,donor30,6 to 10,,,,,,,input,"['SRR11484200', 'SRR11484214']",1,False,,
146,SRR9018124,,ChIP-Seq,74,882277535,PRJNA541273,SAMN11581339,402464766,,,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5796260,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752845,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
147,SRR9018125,,ChIP-Seq,74,1084312429,PRJNA541273,SAMN11581338,487419152,,,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5796261,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752846,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
148,SRR9018126,,ChIP-Seq,74,985506513,PRJNA541273,SAMN11581337,449247047,,,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5796262,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752847,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
149,SRR9018127,,ChIP-Seq,74,1203177646,PRJNA541273,SAMN11581336,539482069,,,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5796263,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752848,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
150,SRR9018128,,ChIP-Seq,74,940066636,PRJNA541273,SAMN11581335,431539239,,,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5796264,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752849,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
151,SRR9018129,,ChIP-Seq,74,1218441960,PRJNA541273,SAMN11581334,546810144,,,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5796265,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752850,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
152,SRR9018130,,ChIP-Seq,74,1029126803,PRJNA541273,SAMN11581333,465910682,,,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5796266,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752851,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
153,SRR9018131,,ChIP-Seq,74,1160178510,PRJNA541273,SAMN11581332,524956693,,,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5796267,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752852,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
154,SRR9018132,,ChIP-Seq,74,1021340068,PRJNA541273,SAMN11581331,462266734,,,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5796268,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752853,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),Young,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,0.0
155,SRR9018143,,ChIP-Seq,74,993465222,PRJNA541273,SAMN11581320,450547919,,,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5796279,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752864,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
156,SRR9018144,,ChIP-Seq,74,1105204148,PRJNA541273,SAMN11581319,498360037,,,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5796280,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752865,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
157,SRR9018145,,ChIP-Seq,74,1226606456,PRJNA541273,SAMN11581318,559007834,,,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5796281,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752866,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
158,SRR9018146,,ChIP-Seq,74,1011737462,PRJNA541273,SAMN11581317,456820043,,,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5796282,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752867,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
159,SRR9018147,,ChIP-Seq,74,943109234,PRJNA541273,SAMN11581316,430494963,,,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5796283,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752868,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
160,SRR9018148,,ChIP-Seq,74,1057828481,PRJNA541273,SAMN11581315,476947151,,,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5796284,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752869,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
161,SRR9018149,,ChIP-Seq,74,1124742410,PRJNA541273,SAMN11581314,508380041,,,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5796285,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752870,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
162,SRR9018150,,ChIP-Seq,74,1092321025,PRJNA541273,SAMN11581313,495618261,,,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5796286,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752871,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
163,SRR9018151,,ChIP-Seq,74,1248795367,PRJNA541273,SAMN11581312,567341562,,,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5796287,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752872,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
164,SRR9018152,,ChIP-Seq,74,1038735341,PRJNA541273,SAMN11581311,472766692,,,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5796288,,NextSeq 500,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-01-02T00:00:00Z,GSM3752873,Frozen postmortem brain tissue,SRP195558,,GSE153875,H3K27ac - Abcam #4729,,,,,CNDR brain bank (Penn),AD,Lateral temporal lobe,,,,H3K27ac,"['SRR9018210', 'SRR9018218']",1,True,narrow,1.0
